	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU9567	NA	NA	NA	NA	NA	NA	NA
OTU9569	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	NA
OTU9570	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	NA	Chloroplast	Streptophyta	NA
OTU9571	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU9575	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
OTU9576	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata	NA
OTU9578	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	NA	Deferrisoma	NA
OTU9580	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9581	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9582	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9584	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	NA
OTU9585	Bacteria	Acidobacteria	Acidobacteria_Gp15	NA	NA	Gp15	NA
OTU9586	NA	NA	NA	NA	NA	NA	NA
OTU9588	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU9589	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9590	Bacteria	NA	NA	NA	NA	NA	NA
OTU9592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
OTU9597	Bacteria	Latescibacteria	NA	NA	NA	Latescibacteria_genera_incertae_sedis	NA
OTU9598	NA	NA	NA	NA	NA	NA	NA
OTU9602	Bacteria	NA	NA	NA	NA	NA	NA
OTU9603	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9604	Bacteria	NA	NA	NA	NA	NA	NA
OTU9605	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU9606	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9608	Bacteria	NA	NA	NA	NA	NA	NA
OTU9609	Bacteria	NA	NA	NA	NA	NA	NA
OTU9611	NA	NA	NA	NA	NA	NA	NA
OTU9612	Bacteria	NA	NA	NA	NA	NA	NA
OTU9613	Bacteria	NA	NA	NA	NA	NA	NA
OTU9614	Bacteria	NA	NA	NA	NA	NA	NA
OTU9615	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella	NA
OTU9618	Bacteria	NA	NA	NA	NA	NA	NA
OTU9620	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9621	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU9622	Bacteria	NA	NA	NA	NA	NA	NA
OTU9623	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Pseudochrobactrum	NA
OTU9624	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1	NA
OTU9626	NA	NA	NA	NA	NA	NA	NA
OTU9627	NA	NA	NA	NA	NA	NA	NA
OTU9629	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
OTU9630	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9631	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9633	Bacteria	NA	NA	NA	NA	NA	NA
OTU9634	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	NA	NA	NA
OTU9635	Bacteria	NA	NA	NA	NA	NA	NA
OTU9638	Bacteria	NA	NA	NA	NA	NA	NA
OTU9639	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9640	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	NA
OTU9641	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9642	NA	NA	NA	NA	NA	NA	NA
OTU9644	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9645	NA	NA	NA	NA	NA	NA	NA
OTU9647	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9648	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	NA
OTU9650	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA
OTU9651	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata	NA
OTU9653	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9654	Bacteria	NA	NA	NA	NA	NA	NA
OTU9655	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9657	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	NA	Rhizomicrobium	NA
OTU9658	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU9659	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9660	Bacteria	NA	NA	NA	NA	NA	NA
OTU9661	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	NA	Chloroplast	Streptophyta	NA
OTU9662	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	Subdivision3_genera_incertae_sedis	NA
OTU9664	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9665	Archaea	Woesearchaeota	NA	NA	NA	Woesearchaeota_Incertae_Sedis_AR16	NA
OTU9668	Bacteria	NA	NA	NA	NA	NA	NA
OTU9672	Bacteria	NA	NA	NA	NA	NA	NA
OTU9673	Bacteria	NA	NA	NA	NA	NA	NA
OTU9674	Bacteria	Verrucomicrobia	NA	NA	NA	NA	NA
OTU9675	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
OTU9676	Bacteria	NA	NA	NA	NA	NA	NA
OTU9677	Bacteria	NA	NA	NA	NA	NA	NA
OTU9678	Bacteria	NA	NA	NA	NA	NA	NA
OTU9679	Bacteria	NA	NA	NA	NA	NA	NA
OTU9680	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	NA
OTU9681	Bacteria	Cyanobacteria/Chloroplast	NA	NA	NA	NA	NA
OTU9683	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9684	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	NA
OTU9687	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	NA
OTU9689	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax	NA
OTU9690	Bacteria	NA	NA	NA	NA	NA	NA
OTU9691	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	NA
OTU9695	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	NA
OTU9696	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
OTU9698	Bacteria	NA	NA	NA	NA	NA	NA
OTU9699	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9700	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	NA	NA	NA	NA
OTU9702	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9705	NA	NA	NA	NA	NA	NA	NA
OTU9708	NA	NA	NA	NA	NA	NA	NA
OTU9709	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9711	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
OTU9712	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU9715	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU9716	Bacteria	NA	NA	NA	NA	NA	NA
OTU9719	Bacteria	Acidobacteria	NA	NA	NA	NA	NA
OTU9720	Bacteria	NA	NA	NA	NA	NA	NA
OTU9721	NA	NA	NA	NA	NA	NA	NA
OTU9722	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	Subdivision3_genera_incertae_sedis	NA
OTU9723	Bacteria	NA	NA	NA	NA	NA	NA
OTU9724	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
OTU9725	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU9726	Bacteria	NA	NA	NA	NA	NA	NA
OTU9728	NA	NA	NA	NA	NA	NA	NA
OTU9729	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
OTU9730	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9731	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	NA
OTU9732	Bacteria	NA	NA	NA	NA	NA	NA
OTU9733	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
OTU9736	Bacteria	NA	NA	NA	NA	NA	NA
OTU9737	Bacteria	NA	NA	NA	NA	NA	NA
OTU9738	NA	NA	NA	NA	NA	NA	NA
OTU9740	Bacteria	NA	NA	NA	NA	NA	NA
OTU9741	Bacteria	NA	NA	NA	NA	NA	NA
OTU9742	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9743	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU9746	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	NA
OTU9748	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	NA
OTU9749	NA	NA	NA	NA	NA	NA	NA
OTU9750	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	NA
OTU9751	Bacteria	Acidobacteria	Acidobacteria_Gp17	NA	NA	Gp17	NA
OTU9752	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9755	Bacteria	Microgenomates	NA	NA	NA	Microgenomates_genera_incertae_sedis	NA
OTU9756	Bacteria	NA	NA	NA	NA	NA	NA
OTU9759	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9760	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
OTU9763	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	NA
OTU9764	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	NA
OTU9765	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9766	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	NA	NA
OTU9767	Bacteria	NA	NA	NA	NA	NA	NA
OTU9768	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU9769	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU9770	Bacteria	NA	NA	NA	NA	NA	NA
OTU9771	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata	NA
OTU9772	Bacteria	NA	NA	NA	NA	NA	NA
OTU9774	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
OTU9779	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9781	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Stella	NA
OTU9782	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
OTU9783	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
OTU9784	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA
OTU9789	Bacteria	NA	NA	NA	NA	NA	NA
OTU9790	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU9792	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU9793	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9796	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9797	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9798	NA	NA	NA	NA	NA	NA	NA
OTU9800	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	Ohtaekwangia	NA
OTU9802	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU9804	Bacteria	Actinobacteria	NA	NA	NA	NA	NA
OTU9806	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	Gp4	NA
OTU9807	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	NA	Chloroplast	Streptophyta	NA
OTU9808	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9810	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Roseiarcaceae	Roseiarcus	NA
OTU9811	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9812	Bacteria	Verrucomicrobia	Spartobacteria	NA	NA	Spartobacteria_genera_incertae_sedis	NA
OTU9814	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9815	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9816	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9817	Bacteria	NA	NA	NA	NA	NA	NA
OTU9818	Bacteria	NA	NA	NA	NA	NA	NA
OTU9820	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
OTU9821	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1	NA
OTU9822	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
OTU9823	Bacteria	NA	NA	NA	NA	NA	NA
OTU9825	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9827	Bacteria	NA	NA	NA	NA	NA	NA
OTU9828	Bacteria	NA	NA	NA	NA	NA	NA
OTU9829	Bacteria	Verrucomicrobia	NA	NA	NA	NA	NA
OTU9830	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9831	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU9832	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9833	NA	NA	NA	NA	NA	NA	NA
OTU9835	Bacteria	Candidatus_Saccharibacteria	NA	NA	NA	Saccharibacteria_genera_incertae_sedis	NA
OTU9836	Bacteria	NA	NA	NA	NA	NA	NA
OTU9837	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9838	Bacteria	NA	NA	NA	NA	NA	NA
OTU9839	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	NA
OTU9840	Bacteria	BRC1	NA	NA	NA	BRC1_genera_incertae_sedis	NA
OTU9841	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	NA
OTU9842	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9843	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9844	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9845	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9846	Bacteria	NA	NA	NA	NA	NA	NA
OTU9847	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	NA
OTU9848	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	NA
OTU9849	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
OTU9851	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_2	Ammoniphilus	NA
OTU9852	Bacteria	NA	NA	NA	NA	NA	NA
OTU9853	Bacteria	NA	NA	NA	NA	NA	NA
OTU9854	Bacteria	NA	NA	NA	NA	NA	NA
OTU9857	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9859	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU9861	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA
OTU9862	Bacteria	Acidobacteria	Acidobacteria_Gp2	NA	NA	Gp2	NA
OTU9863	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9864	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA
OTU9866	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	NA
OTU9867	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9868	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9870	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	NA
OTU9871	Bacteria	Armatimonadetes	NA	NA	NA	Armatimonadetes_gp4	NA
OTU9872	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9874	Bacteria	Acidobacteria	Acidobacteria_Gp11	NA	NA	Gp11	NA
OTU9876	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	NA
OTU9878	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	NA
OTU9880	Bacteria	NA	NA	NA	NA	NA	NA
OTU9882	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	NA
OTU9883	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9884	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	NA	NA	NA
OTU9885	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9886	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9889	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	NA	NA
OTU9892	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU9895	Bacteria	Actinobacteria	NA	NA	NA	NA	NA
OTU9897	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
OTU9898	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9901	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA	NA
OTU9903	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU9904	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	Subdivision3_genera_incertae_sedis	NA
OTU9906	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9907	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	NA	NA
OTU9909	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9911	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinobacterium	NA
OTU9912	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	NA
OTU9913	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella	NA
OTU9915	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9916	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9917	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU9918	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9921	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	NA	NA	NA
OTU9922	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU9923	NA	NA	NA	NA	NA	NA	NA
OTU9924	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
OTU9925	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU9928	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9930	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	NA
OTU9935	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9936	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9937	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
OTU9938	Bacteria	NA	NA	NA	NA	NA	NA
OTU9939	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	NA
OTU9943	NA	NA	NA	NA	NA	NA	NA
OTU9944	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9946	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU9948	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	NA
OTU9951	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU9952	Bacteria	NA	NA	NA	NA	NA	NA
OTU9954	Bacteria	NA	NA	NA	NA	NA	NA
OTU9955	Bacteria	NA	NA	NA	NA	NA	NA
OTU9957	Bacteria	Acidobacteria	Acidobacteria_Gp3	NA	NA	Gp3	NA
OTU9958	Bacteria	NA	NA	NA	NA	NA	NA
OTU9959	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
OTU9960	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9961	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9962	Bacteria	NA	NA	NA	NA	NA	NA
OTU9963	NA	NA	NA	NA	NA	NA	NA
OTU9964	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	NA
OTU9965	Bacteria	NA	NA	NA	NA	NA	NA
OTU9967	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU9968	Bacteria	Verrucomicrobia	Spartobacteria	NA	NA	Spartobacteria_genera_incertae_sedis	NA
OTU9969	Bacteria	NA	NA	NA	NA	NA	NA
OTU9975	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU9977	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
OTU9978	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU9979	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
OTU9980	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
OTU9981	Bacteria	NA	NA	NA	NA	NA	NA
OTU9984	Bacteria	NA	NA	NA	NA	NA	NA
OTU9985	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9986	Bacteria	NA	NA	NA	NA	NA	NA
OTU9989	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	NA
OTU9991	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	NA
OTU9992	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU9993	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU9994	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	NA
OTU9995	Bacteria	Acidobacteria	Acidobacteria_Gp4	NA	NA	Gp4	NA
OTU9996	Bacteria	Verrucomicrobia	Subdivision3	NA	NA	Subdivision3_genera_incertae_sedis	NA
OTU9997	Bacteria	NA	NA	NA	NA	NA	NA
OTU9998	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU9999	Bacteria	NA	NA	NA	NA	NA	NA
OTU10000	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
OTU10002	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
OTU10004	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
OTU10005	Bacteria	NA	NA	NA	NA	NA	NA
OTU10006	Bacteria	NA	NA	NA	NA	NA	NA
OTU10007	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA
OTU10009	Bacteria	candidate_division_WPS-1	NA	NA	NA	WPS-1_genera_incertae_sedis	NA
OTU10011	Bacteria	Acidobacteria	Acidobacteria_Gp6	NA	NA	Gp6	NA
OTU10013	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU10015	Bacteria	NA	NA	NA	NA	NA	NA
OTU10017	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera	NA
OTU10018	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	NA
OTU10019	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
OTU10021	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	NA
OTU10022	Bacteria	NA	NA	NA	NA	NA	NA
OTU10023	NA	NA	NA	NA	NA	NA	NA
OTU10024	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum	NA
OTU10026	Bacteria	NA	NA	NA	NA	NA	NA
OTU10028	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	NA
OTU10031	Bacteria	Parcubacteria	NA	NA	NA	Parcubacteria_genera_incertae_sedis	NA
OTU10033	Bacteria	NA	NA	NA	NA	NA	NA
OTU10034	NA	NA	NA	NA	NA	NA	NA
OTU10035	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
OTU10036	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas/Armatimonadetes_gp3	NA
OTU10039	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
OTU10040	Bacteria	NA	NA	NA	NA	NA	NA
OTU10041	Bacteria	Acidobacteria	Acidobacteria_Gp16	NA	NA	Gp16	NA
OTU10042	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
OTU10044	Bacteria	NA	NA	NA	NA	NA	NA
